cifname,value1,value2
T3_303_NH2_OMe_H_H-L2_212_CHO_H_H-HCB_A-AA,4.3828125,28.19723
T3_303_NH2_OMe_H_H-L2_213_CHO_H_H-HCB_A-AA,4.24609375,26.65552
T3_303_NH2_OMe_H_H-L2_214_CHO_H_H-HCB_A-AA,4.546875,22.45473
T3_303_NH2_OMe_H_H-L2_215_CHO_H_H-HCB_A-AA,4.51171875,22.45728
T3_303_NH2_OMe_H_H-L2_216_CHO_H_H-HCB_A-AA,5.21484375,22.45301
T3_303_NH2_OMe_H_H-L2_217_CHO_H_H-HCB_A-AA,4.03515625,28.37819
T3_303_NH2_SH_H_H-L2_201_CHO_H_H-HCB_A-AA,2.576171875,29.62455
T3_303_NH2_SH_H_H-L2_202_CHO_H_H-HCB_A-AA,3.826171875,23.11046
T3_303_NH2_SH_H_H-L2_203_CHO_H_H-HCB_A-AA,5.98828125,29.58964
T3_303_NH2_SH_H_H-L2_204_CHO-HCB_A-AA,2.982421875,17.16094
T3_303_NH2_SH_H_H-L2_205_CHO_H_H-HCB_A-AA,4.23046875,25.45503
T3_303_NH2_SH_H_H-L2_206_CHO_H_H-HCB_A-AA,4.28125,25.80354
T3_303_NH2_SH_H_H-L2_207_CHO_H_H-HCB_A-AA,4.41015625,29.58964
T3_303_NH2_SH_H_H-L2_208_CHO_H_H-HCB_A-AA,6.02734375,29.58964
T3_303_NH2_SH_H_H-L2_209_CHO_H_H-HCB_A-AA,4.23828125,27.92707
T3_303_NH2_SH_H_H-L2_210_CHO_H_H-HCB_A-AA,4.6015625,22.58019
T3_303_NH2_SH_H_H-L2_211_CHO_H_H-HCB_A-AA,4.38671875,19.16605
T3_303_NH2_SH_H_H-L2_212_CHO_H_H-HCB_A-AA,4.3203125,27.97925
T3_303_NH2_SH_H_H-L2_213_CHO_H_H-HCB_A-AA,4.40625,26.42579
T3_303_NH2_SH_H_H-L2_214_CHO_H_H-HCB_A-AA,4.4921875,22.58025
T3_303_NH2_SH_H_H-L2_215_CHO_H_H-HCB_A-AA,4.20703125,22.58023
T3_303_NH2_SH_H_H-L2_216_CHO_H_H-HCB_A-AA,3.724609375,22.58019
T3_303_NH2_SH_H_H-L2_217_CHO_H_H-HCB_A-AA,4.3359375,28.16151
T3_303_NH2_SO2H_H_H-L2_201_CHO_H_H-HCB_A-AA,4.359375,29.51731
T3_303_NH2_SO2H_H_H-L2_202_CHO_H_H-HCB_A-AA,4.36328125,21.55325
T3_303_NH2_SO2H_H_H-L2_203_CHO_H_H-HCB_A-AA,4.32421875,29.38334
T3_303_NH2_SO2H_H_H-L2_204_CHO-HCB_A-AA,3.615234375,14.98663
T3_303_NH2_SO2H_H_H-L2_205_CHO_H_H-HCB_A-AA,4.28515625,25.23681
T3_303_NH2_SO2H_H_H-L2_206_CHO_H_H-HCB_A-AA,4.33984375,25.08602
T3_303_NH2_SO2H_H_H-L2_207_CHO_H_H-HCB_A-AA,4.23828125,29.38334
T3_303_NH2_SO2H_H_H-L2_208_CHO_H_H-HCB_A-AA,4.3203125,29.38334
T3_303_NH2_SO2H_H_H-L2_209_CHO_H_H-HCB_A-AA,4.26171875,28.07458
T3_303_NH2_SO2H_H_H-L2_210_CHO_H_H-HCB_A-AA,4.3125,21.16154
T3_303_NH2_SO2H_H_H-L2_211_CHO_H_H-HCB_A-AA,3.3046875,19.36089
T3_303_NH2_SO2H_H_H-L2_212_CHO_H_H-HCB_A-AA,4.109375,28.12651
T3_303_NH2_SO2H_H_H-L2_213_CHO_H_H-HCB_A-AA,4.375,26.11300
T3_303_NH2_SO2H_H_H-L2_214_CHO_H_H-HCB_A-AA,4.2578125,21.20001
T3_303_NH2_SO2H_H_H-L2_215_CHO_H_H-HCB_A-AA,4.67578125,21.20999
T3_303_NH2_SO2H_H_H-L2_216_CHO_H_H-HCB_A-AA,4.02734375,21.16154
T3_303_NH2_SO2H_H_H-L2_217_CHO_H_H-HCB_A-AA,6.984375,28.30788
